Sentiment,text
0,I wish I got to watch it with you I miss you and  how was the premiere
0,Hollis death scene will hurt me severely to watch on film  wry is directors cut not out now
0,about to file taxes 
0,ahh ive always wanted to see rent  love the soundtrack
0,Oh dear Were you drinking out of the forgotten table drinks 
0,i was out most of the day so didnt get much done 
0,one of my friend called me and asked to meet with her at Mid Valley todaybut ive no time sigh 
0,I baked you a cake but I ated it 
0,this week is not going as i had hoped 
0,blagh class at 8 tomorrow 
0,I hate when I have to call and wake people up 
0,Just going to cry myself to sleep after watching Marley and Me  
0,im sad now  MissLilly
0,ooooh LOL  that leslie and ok I wont do it again so leslie wont  get mad again 
0,Meh Almost Lover is the exception this track gets me depressed every time 
0,some1 hacked my account on aim  now i have to make a new one
0,I want to go to promote GEAR AND GROOVE but unfornately no ride there  I may b going to the one in Anaheim in May though
0,thought sleeping in was an option tomorrow but realizing that it now is not evaluations in the morning and work in the afternoon 
0,awe i love you too 1 am here  i miss you
0,I cry my asian eyes to sleep at night 
0,ok Im sick and spent an hour sitting in the shower cause I was too sick to stand and held back the puke like a champ BED now 
0,ill tell ya the story later  not a good day and ill be workin for like three more hours
0,sorry bed time came here GMT+1  
0,I dont either Its depressing I dont think I even want to know about the kids in suitcases 
0,Bed Class 812 Work 123 Gym 35 or 6 Then class 610 Another day thats gonna fly by I miss my girlfriend 
0,really dont feel like getting up today but got to study to for tomorrows practical exam 
0,Hes the reason for the teardrops on my guitar the only one who has enough of me to break my heart 
0,Sad sad sad I dont know why but I hate this feeling  I wanna sleep and I still cant
0,Awww I soo wish I was there to see you finally comfortable Im sad that I missed it 
0,Falling asleep Just heard about that Tracy girls body being found How sad  My heart breaks for that family
0,Yay Im happy for you with your job But that also means less time for me and you 
0,Just checked my user timeline on my blackberry it looks like the twanking is still happening  Are ppl still having probs w BGs and UIDs
0,Oh manwas ironing fave top to wear to a meeting Burnt it 
0,is strangely sad about LiLo and SamRo breaking up 
0,oh im so sorry  i didnt think about that before retweeting
0,Broadband plan a massive broken promise via wwwdiigocomtautao Still waiting for broadband we are 
0,Wow tons of replies from you may have to unfollow so I can see my friends tweets youre scrolling the feed a lot 
0,our duck and chicken are taking wayyy too long to hatch 
0,Put vacation photos online a few yrs ago PC crashed and now I forget the name of the site 
0,I need a hug 
0,Not sure what they are only that they are PoS As much as I want to I dont think can trade away company assets sorry andy 
0,I hate when that happens 
0,I have a sad feeling that Dallas is not going to show up  I gotta say though youd think more shows would use music from the game mmm
0,Ugh92 degrees tomorrow 
0,Where did u move to  I thought u were already in sd  Hmmm Random u found me Glad to hear yer doing well
0,I miss my ps3 its out of commission  Wutcha playing Have you copped Blood On The Sand
0,just leaving the parking lot of work 
0,The Life is cool But not for Me 
0,Sadly though Ive never gotten to experience the post coitus cigarette before and now I never will 
0,I had such a nice day Too bad the rain comes in tomorrow at 5am 
0,too bad I wont be around I lost my job and cant even pay my phone bill lmao aw shucks 
0,Damm back to school tomorrow 
0,Mo jobs no money  how in the hell is min wage here 4 fn clams an hour
0, Not forever See you soon
0,agreed I saw the failwhale allllll day today 
0,Oh Haha dude I dont really look at em unless someone says HEY I ADDED YOU Sorry  Im so terrible at that I need a pop up
0,Im sure youre right    I need to start working out with you and the Nikster Or Jared at least
0,i really hate how people diss my bands  Trace is clearly NOT ugly
0,Gym attire today was Puma singlet Adidas shortsand black business socks and leather shoes  Lucky did not run into any cute girls
0,Why wont you show my location  
0,No picnic  my phone smells like citrus
0,My donkey is sensitive about such comments Nevertheless hed and med be glad to see your mug asap Charger is still awol 
0,No new csi tonight  FML
0,i think my arms are sore from tennis 
0,wonders why someone that u like so much can make you so unhappy in a split seccond  depressed  
0,sleep soon i just hate saying bye and see you tomorrow for the night 
0,just got ur newsletter those fares really are unbelievable shame I already booked and paid for mine 
0,missin the boo 
0,Me too 
0,Damn I dont have any chalk MY CHALKBOARD IS USELESS 
0,had a blast at the Getty Villa but hates that shes had a sore throat all day Its just getting worse too 
0,hey missed ya at the meeting  sup mama
0,My tummy hurts  I wonder if the hypnosis has anything to do with it If so its working I get it STOP SMOKING
0,why is it always the fat ones 
0,Sorry babe  My fam annoys me too Thankfully theyre asleep right now Muahaha evil laugh
0,I should have paid more attention when we covered photoshop in my webpage design class in undergrad 
0,wednesday my bday dont know what 2 do 
0,Poor cameron the hills 
0,pray for me please the ex is threatening to start sh at myour babies 1st Birthday party what a jerk and I still have a headache 
0,hmm   do u really enjoy being with him  if the problems are too constants u should think things more  find someone ulike
0,Strider is a sick little puppy 
0,so ryleegracewana go steves party or not SADLY SINCE ITS EASTER I WNT B ABLE 2 DO MUCH  BUT OHH WELL
0,hey I actually won one of my bracket pools Too bad it wasnt the one for money 
0,YOU dont follow me either  and i work for you
0,A bad nite for the favorite teams Astros and Spartans lose  The nite out with TW was good
0, Body Of Missing Northern Calif Girl Found Police have found the remains of a missing Northern California girl 
0,I hope they will increase the capacity fast yesterday was such a pain Got the fail whale +15 times in 2 hours 
0,Behind on my classes for work 
0,watching quot
0,Remember my bum leg Strikes back this time its serious 
0,cool i will their are all kinds of complaints about this laptop online about overheating but no recalls 
0,Emily will be glad when Mommy is done training at her new job She misses her 
0,would rather the first party send bad messages than the 3rd party send mixed ones  Sophmore year all over again
0,its overrated 
0,i know I heard it this afternoon and wondered the same thing Moscow is so behind the times 
0,laying in bed with no voice 
0,Im sooo sad they killed off Kutner on House  whyyyyyyyy
0,Sorry  tell them mea culpa from me and that I really am sorry
0,it didnt make any sense to me the suicide thing I refuse to believe that that is actually what happened 
0, hope your ok
0,Damn The grind is inspirational and saddening at the same time  Dont want you to stop cuz I like what u do Much love
0,yeah aw but i know i wudnt stand a chance 
0,ugh cant sleep its 130am 
0,Hanging in Crooners Wanna sing Cant Sucks 
0,aaw i miss ya all too im leaving to BH tomorrow quot
0,Is pissed off that theres no ASBAs for a radio station 
0,wednesday my bday n dont know what 2 do  
0,I know my life has been flipped upside down when I just thought in my head that some Ramen sounds good 
0,I am in pain My back and sides hurt Not to mention crying is made of fail 
0,Late night snack glass of OJ bc Im quotdown with the sicknessquot then back to sleepugh I hate getting sick 
0,but but but Im not a big fan on camilla belle 
0,WAH I cant see clip must be elstupido work filters Cant wait till I get a puter Something else 2 blame ex 4 He broke mine 
0,This week just seems to get longer and longer in terms of how much I need to do and how much Im actually going to get done 
0,Im so cold 
0,Ehhh dont Weathers gonna take a turn for the ugly tomorrow 
0,haha its so cooooold in the d and no  but you should still go to the show they do some incredible stuff
0,Hoping the tummy rumbles go away soon 
0,No no notice They told me Id be working tomorrow and then I called the agency to follow up and they said it was over 
0,almost bedtime 
0,Im missing you babe  but as long as your alive Im happy Yawwwnn Im tired my love imma try to sleep hopefully you had a headstart
0,Aghsnow 
0,i miss kenny powers 
0,Thank you for letting people know but now Im sad that the direct message I got wasnt actually from Bridget 
0,and India missed out its 100th Test victory n 10th consecutive win without a loss 
0,I guess thats a no then 
0,sadly is going to bed 
0,Shame to hear this Stephan 
0,hey im leavin in the morning 
0,Was intending to finish editing my 536page novel manuscript tonight but that will probably not happen And only 12 pages are left 
0,laid around too much today now my head hurts 
0,I still havent read the 9thamp
0,my nokia 1110 died  
0,My mom might have breast cancer wont find out anything for Like a week Im so worried 
0,Going to sleep Hoping tomorrow is a better day 
0,lol wish they understood daylight savings has ended though and breakfast is an hour later  They keep waking the kids up too
0,that is lame 
0,I dont understand I really dont 
0,HEROES just isnt doing it for me this season 
0,Living not downtown sure isnt much fun  
0,Not calorie wise   I wish junk food was calorie free I ate a thing of sour skittles and a big ass cherry coke
0,Man Work is Hard 
0,getting sick  time for some hot tea studying and then sleeeep
0,Getting eyebrows waxed More pain 
0,No phantasy star yesterday  going to work
0,Oh  Just got all my MacHeist 30 apps  sweet Didnt get the Espresso serial no though although they said they sent it  oh well 
0,Picked Mich St to win it all from the get go  Was feeling pretty good about that pick all the way up untiltonight  As lost too 
0,is alone downstairsworking 
0,I feel bad for doing it 
0,is it just me or she hates anoop i mean seriously shes kinda mean to him 
0,yes sprint has 4g only in baltimore and chicago so far 
0,Im stuck awake in the middle of the night for the second day in a row And I felt terrible yesterday 
0,Thanks for bursting my bubble 
0,Going to school soon cant find anything to wear gosh its so hard 
0,I was serious  LOL
0,I had on my page for sooooo long Until it got deleted  Sad day in history
0,Crazy wind today = no birding 
0,currently at work 
0,Grrr my ipods acting weird too Jai ho and thinking of you arent playing the full songs ughh 
0,send me the DVD cos I have missed out on heaps  NOT happy about that
0,i dont see the big deal with this website 
0,Im so sorry youre having to go through this Again 
0,Far too out of the way for rail  any other tips
0,Im not still up I swear Why do I keep losing gaining losing gaining tweeps  So heart wrenching
0,Today I realized I am too good at hiding things even I cant find it 
0,Staying at a friends househouse sitting neighbors are SO loudhaving a party 
0,danny im upset that i wasnt here to watch the live chat  i was in a car for 3 hours on a trip im soooo upset
0,Check out my mug 
0,Borders closed at 10 
0,Downloading NINs new album quot
0,Just woke up an already have written some email Ive to go early at University today as I have to teach at 830 AM 
0,is watching the hill   and its making me sad 
0,So many channels yet so so boring lazy day again  may have to find a hobby
0,I miss my buddy  ill be in NY on the 25th
0, love the french I tell people here in the south im qtr french and they snarl at me  french are beautiful people
0,Opps As I said I still got one day remain and now problem come 
0,I activated my Selfcontrol block early meaning I cant check out the new QC  Regularizing my internal clock is might be difficult
0, oH NO
0,spencer is not a good guy 
0,What about Reese dying on And season finale next week  boring Madame President is a crazy woman
0,I hate the limited letterstooHope you and the guys are fineI pray for my dogshe�s not well 
0,didnt get shit done today  im so screwed 
0,wanttss to go out 
0,Is not going to sleep tonite 
0,too worried and tired to post tonight 
0,couldnt get shit done today  im so screwed 
0,Job Interview in Cardiff today wish me luck Got about 3 hours sleep 
0,Your show is whack Way worse than whack its wiggetywhack    
0,I really dont think people choose to be that way But I think he chose not to accept my familys help   He might be dead by now
0,Youre going to kill me but Ive not seen DS9 Ive been waiting till I can do it in one solid week sitting 
0,i think ur right hahaha 45 hrs now 
0,i hate to see the spartans so sad 
0,My mind and body are severely protesting this quot
0,Im goin to follow u since u didnt  LOL  GO ANGELS
0,
0,I think I want to read some books but the library doesnt have them 
0,My nap was interrupted so many times today  Going out for Japanese with the rents again
0,Kind of longs for the bus that shows up at the end of Ghost World right now Ugh 
0,but this is canada  canada is weird were supposed to get snow through wednesday ugh
0,Awwh babs you look so sad underneith that shop entrance of quot
0,sad that the feet of my macbook just fell off 
0,Im gonna get up late tomorrow and its 132am here I gonna get tipsy by my lonesome Thatsthats just sad 
0,Im sweating my forthcoming trip to E3  If I cant find someone to crash with while Im out there I may be screwed  
0,Has now gotten somebody to read his tweets but cant get them to make an account 
0, omgawd i couldnt handle my cat being in heat all the time D D
0,I hope i can make it to the auburn show but its not looking good for me 
0,thats people mag haha i couldnt fit it all in i dont think those pictures ever made it in the magazine tho  haha
0,Congrats  i totally forgot to submit photos 
0,awww Good luck Paula Please dont work too hard  but I hope you have fun  Your new album is gonna be amazing  xxx
0,now your leaving me   gets sad
0,I miss you twitter My phone broke now Im using a stupid Nokia phone Ughhh I miss my advance phone 
0,SHOOTING OUTSIDE MY HOUSE O NOT KIDDING So SCARED 
0,Tuesday�ll start with reflection �n then a lecture in Stress reducing techniques That sure might become very useful for us accompaniers 
0,What tragedy and disaster in the news this week 
0,yes yes still trying to find a picture that will upload correclty 
0,Why oh why was the Red Sox game rained out I was so looking forward to opening day 
0,I still cant find my keys 
0,I know right I dunno what is going on with twitter 
0,might be getting a sore throat again 
0,  my home town My mammy called all depressd  Pls explain y a parent let their 8yr old child walk alone Hello Its 2009
0, I think I need to find better antidepressants  I think this PaxilWellbutrin combo is losing its efficacy  
0,Restaurant called WoodNTap has competitive eating tourney round tourney time We place 2nd 
0,is in the bathroom wake up lakin 
0,i want tacos and margarhitas  telll gay i say hellolt
0,im lonely  keep me company 22 female california
0,bad day at the betfair office 
0,I miss him  Cant wait to celebrate the Tar Heel win this weekend though
0,Im really cold I dont want to go to sleep yet but theres nothing to do 
0,is this it 4 u Its  officially over  4 me this go round 
0,monkeys i just found out you my twin and you wont even write back  im heartbroken
0,Aww  I know I felt like that yesterday at work 
0,treaty isnt defined 
0,missed Brent at praise band   No fun to not have the your lead guitarist  lt
0,poor john  this is what happens when you play with fruit and a microwave Seriously though HAVE you seen a doctor Xxx
0,Missing My BFF  watching home and away it reminds me of her and me  we lt
0,  
0,New video card is DOA 
0,feeling lost naked and confused JK sort ofno iphone for me 
0,Damn i am so late at filling this appraisal form people have almost sent it  i was so occupied in work 
0,missed Brent at praise band  No fun to not have your lead guitarist lt
0,i think to much on the past i cant change it i deserved so much more then wat i got but why am i still thinking about him  gah
0,has lost his ring Its nowhere to be seen 
0,Ooooooh sealclap See I download shitloads of zip folders off 4chan I have no internet moneys  FUCK YEAH ALICIA amp MIKEY
0,Is still nursing my Nile but glad he is feeling better I hate when my baby is sick 
0,Is fucked to go back to IC 
0,yoyoyo my internet has been rude tonight it JUST reconnected and Im about to go to bed 
0,well i have uni stuff and netball  but after netbal if ive done uni stuff we can
0,Me too I is poor 
0,help me forget 8th april amp
0,dierks bentley is comin to columbus OH i wanna go so bad 
0,i have to take my sidekick back 
0,congrats Im totally jealous only wish my XM was working 
0,gr8t my face is very itchy 
0,poor socks  luvvvvv the golden retriever I want one sighhhh
0,I just saw that they found that Tracy girl in a piece of luggage How fucking terrible 
0,Aaaaand the nausea is back 
0,ooh I�m excited and not even going 2 be there  long love YOUTUBE
0,spent 1 hour to reach to Axis bank only to find out today is holiday for Mahavir Jayanti  contd
0, i agree the jobros dont update theres very often 
0,it is hilarious and I linked the clip from LJ some time ago but when I went back just now it was a dead link 
0,OOOOOOOO who with im not neither but thats because i need to study  
0,Havent tweeted nearly all day  Posted my website tonight hopefully that goes well  Night time
0,I miss bentley 
0,seriously needs to finish these job applications 
0,My son Vincas is sick so I stay at home  Just three tense days at work and I am back on holiday with kids
0,Whinging My clientamp
0,I dont want him to ever punch me  
0,sooo sick of the snow  ughh
0, 
0,it doesnt work your fan is upset 
0,I would like to apologize for the repeated Video Games Live related tweets I am going to have a stern discussion with Koodo soon Stern 
0,but i cant figure out how to get there  back  pay for a hotel etc 
0,FML So much for seniority bc of technological ineptness I now have to quotregisterquot for classes AGAIN 
0,feels like she slept the day away    Not looking forward to any more bouts with my gallbladder  At least I have pills now for the pain
0,but what I really want is my old bass back 
0,Mad tired today Callin it in early tonight  nighty night twittas
0,Take it easy and be good to you 
0,Im afraid I had bad code 
0,Think Im going to bed Goodniight I hate this 
0, im here friend and i love you
0, All this time you didnt notice I was gonejust needed DB2 is it
0,is in the bathroom and i have to pee    
0,but I wanted a margarita too 
0,yup night workouts r the worst but unfortunetly my work schedule only allows me to go at night  its tough
0,Just called Hillsong again  they said they couldnt tell me where I was on the waiting list  I dont know if its looking so good 
0,has 0g of milky bar left and around 200ml of coke 
2,have you had your hair cut it looks really good 
2,thx 
2,Getting ready to take kids to the farm 
2,2 drunken besties stumble into my room and we run around with sober CJ and drunk Hope knocking on doors Good times at 3am 
2,Right laters everyone I am off for my next Bowen treatment will be gone a few hours have a good morning 
2,How did the interviewing go today Did she get your seal of approval 
2,do you like spongebob amp only like 17 days until mcfly edinburgh then the next day glasgow then the next day newcastle yaldy 
2,you dont have to bring anything  its yr place 
2,Gooooooood morning 
2,says just watched Mall Cop 
2,Thinking of a hamsty bank account  Thats a good idea to save 
2,Ok thanks I am not getting off Twitter just yet 
2,Hey its 5 amgive a girl some credit for trying 
2,is going to take a nap before going for BM tuition 
2,tweet dreams 
2,I really like the photo Nice interview too 
2,Long Live Life 
2,Cant wait until the new Star Trek movie comes out looks good 
2,yeah  I watched your blog tv today my wife was the one who told you I wanted you as a pet Lmao have a good night
2,im gonna watch TM 2 c wot they hav 2 say bout TWITTER yor show was brilliant as ever this mornin  katie x 
2,while im fuckin at it buy a shirt please 
2,Interesting a digital engagement peep Good to know theyre engaging with people at the coal face 
2,Fuck it I cant sleep Going shopping today 
2, but 26 characters  Yr last tweet wouldnt have made the cut 
2,Landed in Belfast Its wee this wee that 
2,nah I think going sideways is best really helps when dodging bullets 
2,id like to be linked on your site 
2,Back home and finished dinner Just stopped by for a minute still much to do tonight Be back later 
2,youre welcome It was a great way to be introduced to your music 
2,Have you been overdoing the William Gibson novels 
2,is off to Dundrum with Martin 
2,hahah yeah see i told you coffee beans chocolate ice blended is way better let me know hows the show tonight 
2,Haha flight of the conchords was so bloody hilarious last night 1010  chur chur
2,Im greatsomebody saidquotu speak out of the right side of your mouthquot ohit was randomI think You have sweet talkingdear 
2,night Kelly  x
2,we are planning our first one this year egg hunt that is 
2,yeah cool bookshelves Ive got the one with the various books that are pinned to the wall 
2,our barefoot range is a great alternative when you need to wear shoes  they allow you foot move as though it were barefoot 
2,Asking everyone to send out happy headfirst vibes to  
2,hahaha  how is everyone
2,thats a big one 
2,i like the picture 
2,awww sweetness But hes still a cutie 
2,everyone should follow me         AND feed me mexican everyday
2, have a nice day to 
2,12 hr debugging for a CSS problem on a colleagues computer before I remembered that I installed IE8 on my PC a couple of weeks ago 
2,checking out virtual box looks quite nice 
2,Thats on GH3 Send it later  since you completley missed Fridays lyrics 
2,
2,thanks for the help i have realized that   Now I need you to make it work
2,ill be in london today Wave if you see me 
2,Watch this space Not sure how viable it is yet Possibly though 
2,trying to find something formal to wear in a casual closet jeans and popculture shirt will do good enough 
2, 
2,Noticed something interesting about this emoticon  vs D  Totally different emotions only difference is the placement of the eyes
2,They dont do them in my size  How r u
2,Just bought 2 new reads  The Ten Commandments For Business Failure and More Softies 22 New Friends For You To Sew And Crochet 
2,oh pants Im hanging out with the old folks back  in England   Defo b up 4 1 when I get back tho 
2,Won my first game of settlers  and I didnt even realize I could have won the pound before haha
2,because of youReba Mcentire amp
2,lol supp it aint fucked 
2,Coming home  stoked bears this afternoon with mikeyj Alton towers tomorrow
2,Moody Woods is absolutely awesome 
2,checking out twitter to see what i have heard is true 
2,im going to buy my slam dunk ticket today 
2,lol wwwtvcom is your FRIEND 
2,I hope youre planning a kennel launch party 
2,When will pidgin integrate otrencryption as a standard component like adium does I will really appreciate that 
2, ohhh sending loads of Positive vibes your way 
2, ooo i remember this one Picnic on the top of sennen with your burnt sausages 
2,Goooooood morning TwitterWorld 
2,Ooh Ive never been to the Alameda flea market Must check it out Thank you 
2,Aww thats really sweet of you I hope you will come back to the UK would be great to see you again  xxx
2,With mainstream medias reporting amp the increasing occurrence of the fail whale you know eventually your friends will catch on 
2,phone againn 
2,recorded what 
2,quotI friggin love youquot  Ron Burgundy riding a unicorn 
2,Home sweet home  shower time
2,mhm up ohh early for me amp
2,support for making the world better place 
2,Had to follow after reading that tweet about quot
2,thats right unc  what a game
2,thAs goOdi ThInk i MigHt Go HaVe fuN too 
2,nearly holidays    on the other hand camping D D D
2,1300 words 
2,dunno what u just said but i like it 
2,O Yes i aM For Sure Am sooo happy that he checked it out AgaiN What TiMe Onish  Jaaaaaah  Lolm 
2,Showcase Quick VIP romm on Thursday 
2,jooooordan happy birthdaaaay  enjoy the day and party a loot 
2,I think he got our descriptions mixed up Bugmum  Either that or you gotta tease him more treat em mean
2,feeling very happy with the giant box of chocolates that arrived this morning  Easter is a wonderful but underrated holiday 
2,and then i stole that shirt and sold it on ebay 
2,Happy Birthday eat something good 
2,famp
2,Hmmmnot goodcarrot juice and marmalade on toast may help 
2,haha me too it reminds me and my daddy of the monkees old show   same here cant wait  lol WHATTT
2,that penclip is soooo cool 
2,No just one shortly before the soap awards judging starts 
2,Thanks 
2,If any of you are having a boring Easter then send me a note on msn  I love to chat with people My msn is ninaalbertsengmailcom
2,photoboth is black and white and wayyyyy old we call him Herbert lol I love him hes like a living legend  gotta love Berlin lt3
2,Off to the bakery to buy yummy stuff 
2,n i got yr pic posing in the server room  
2,love the way skype fades music back in when a call ends im so easily impressed 
2,And you can tell me that youre sorry but I dont believe you baby like I did before Youre not sorry 
2,A day researching prices for a buffet Mrs CM is doing on Friday Heard yesterday that the deal for our new shop is finally progressing 
2,WHOA I WANT SOME TOO 
2,sitting in the sun baking in 30 degrees  wonderful 
2,is watching some of his old stuff on Youtube ahhh the memories 
2,Showcase Quick VIP room on Thursday 
2,overwhelmed and enjoy it 
2,thanks Matt Im glad you like it  no algorithmic music gigs planned so far though 
2,
2,Ooh SnowboardLite is such a fun app 
2,it is The pizza place is standing room only around dinnertime They had a pizza named after me the Woo 
2,Could be  mine grew out down my back and then all fell off 
2,horror scope quot
2,busy dayupdate tonight 
2,Oh yeah i forgot what colour dress should i get for the ball The theme is quotLas Vegasquot   please reply
2,  Good morning  
2,he is a son of one of my friends 
2,quot
2,a friend i knew online from last night finally added me up on his messenger 
2,typical metro cant even get that right 
2,Caffeinated and happy   
2,Installing meebO at Now you can talk with me when I am online 
2,having 100+ slides again 
2,Nah AUS PC is more salesy best left to the sales guys We have 6 of the team going from Aus to Vegas in Oct WWPCs my scene 
2,Ooh thats lovely 
2,faves Time for bedhave a good nightday  see you in the amif you faves Time for bed
2,I LOVED YOU ON CHELSEA LATELY 
2,spent 1 day doing research  im feeling Great  an achievement =D
2,Cool stuff 
2,Where are the easter eggs 
2,awesome Cant wait to see it 
2,is about to do paper works at the eve of his birthnight 
2,Lewis 
2,Hy ColeI come from Germany and My biggest wish is to have contact with youI know that I never can see you but it�s OK 
2,I feel sorry for my 64 followers cause my posts probably take up their entire page 
2,photoboth is blackampwhite and wayyy old we call him Herbert lol I love him hes like a living legend  gotta love Berlin lt3
2,Busy times at Elstree Studios New arrivals include Murderland Secret Diary of a call girl  Reuniting the Rubins  Huge  Sainsburys 
2,Is chilling wit my boy 
2,a friend i knew online from last night finally added me up on his messenger 
2,Nope you just caught me cheers Im sure I will Hope the sunshine holds out for you 
2,Is on the train  more shopping Yay
2,5  but my italian is basic for now
2,Had a good start today 
2,My Mrs is always telling me off for this  sit and enjoy the moment instead of trying to take photos of it 
2,I was pretty sure that you were checking new Tweets on your iPhone during the meeting 
2,i didnt want to eat others foodd  dun make me sound so bad lah  i just have another crave for foodthats all 
2,is going to get some cereallllllll  will be living off Lucky Charms next week WOOPWOOP
2,Its just a toolbar with a set of functions not very special Actually its not that specifically useful for a translator 
2,it will only get worse come winter   The Chai at the Goldfish Bowl is the best out
2,Good routes here  was todays ride 2 laps
2,in the photoshop 
2,We had a visit from our lovely zone head today  nice 
2,Now scribes cant wear their shoes to any Press Conference thanks to Jarnail Singh 
2,cool Ive got more followers people are interested      
2,I second to that Ian  thank you 
2,Downloaded the pollock app I quite like it Drew a flower lolz  
2,heh heh dirty is always good gurl  I like how you think 
2,Mmm mummys culinary skills has been improving Smells so good  im loving home cooked food
2,uuuuuuuuggghhhhhh Was that Chinese or English 
2,hi cutie  welcome to the twitternation
2,Good morning Feeling happier today 
2,Youve come to the right place I own an office interiors company  How big would you like your desk
2,Who is I like Maotai spirit very much 
2,I wish I still had my Simpsons shower radio 
2, wow  that was an experience  you dont need to see repeated again glad he is ok 
2,Just waking up and cant decide what drink to have for breakfast amp some people are becoming twitter addicts its funny 
2,happy birthday 
2,yeah I saw Im tempted to get into it but think Ill wait till the DVD set is out I like to be able to gorge myself on it 
2,in the process of making doll no 2 and its looking heaps better and cuter 
2,Heres my latest tune  Leave a comment please 
2, My bby is so adorable 
2,Has anyone had an great success stories on Twitter If so I would love to hear your story DM me 
2, a revolution in household detergent introducing    get one now while stocks last 
2, CONGRATULATIONS DAVE Enjoy the little un  xxx
2,besties staying tonite  
2,hey ho jared Im vegan toohope youre all right 
2,ok then  might not be for a while though
2,styling hunting today in Brick Lane and West End later on today and I need to get a Canon 50mm f18 lens at Jacobs 
2,I am now by  um 2  WOOOO
2,morning everyone 
2,Im up for it cant wait to here more details 
2,I sure will 
2,I gained weight  Im one of those people everybody hates who can loose weight on a cakeandcookies diet
2,is a bit happier She found her Chanel sunglasses 
2,Going to bed  goodnightttttt
2,Celebrating a minor banking triumph thats banking with a b Got one to admit it was wrong 
2,nothing to congratulate for its just a task but thanks  i dont work in the Maemo group
2,I GET IT WOOOOOOOOOOOO  
2,Ehwhere got face off lawe are all kawans here Right or not 
2,Billie Holiday  I love this one  �T�ain�t Nobody�s Business If I Do�
2,Jon Stewart loves Twitter 
2,Our plans are coming together nicely I am very happy indeed today 
2,my uni is playing POTC outside and free hotX buns i feel lovvvved  
2,Me  Happy Birthday Loving the foxy avatar pic as well  Serious party plans for the big day
2,Interesting night i love my sisters 
2,Too shy for that Plus he already stole my brain in my sleep 
2,awesome song by Press play on tape geekyness at its best 
2,Good so far thanks hope yours will treat you well too 
2,Having Sugar Puffs for breakfast amp listening to McFly what a great way to start my day 
2,malese answered my question on twitter check it outt  on malese her twitter its about youu 
2,enjoy  I just cant get into it this season but happy to know that youre getting your groove on
2,totally jst started blasting ATR at 10am dude My mom is gonna kill me BUT WHO CARES 
2,can i have yours  clouds have come in i fear i may be too late to enjoy the weather
2,Well I must say your comments have even got me thinking his hair looks rather sexy so I doubt she has much chance to resist 
2,hi just joined and i think its brill haha still in bedcouldnt be bothered getting up anywayBYE 
2, Love the videos William  New to twitter x
2,   I got an Openmoko FreeRunner and now and Android G1 as well yAy 
2, I am looking for the berocca then all will be well 
2,pleasant is right  thank u V8 ppl ur the best
2,Hes boring 
2,did u get lots of msgs from people sayin they recognised u in mail ysterda amp
2,haha i havent seen that photo in AAAAAGES have you worked out mentions yet 
2,Its fine if ur smart and know it wouldnt be ok with music  but what about those not so smart They might think its ok 
2,New Holiday Parade CD Awesome 
2,im twittering from my new iphone love it 
2,take me to a place where we can have some fun and dance the night away 
2,It would do those things but I wouldnt imagine it doing much more 
2,i would really like a towelie towel thanks 
2,not even if I tell you its 20�C and the sun is shinning  
2,do I have to bring my own short staff Its portable 
2,Heroes Poor Parkman  Remember never trust a Hero any episode now itll all turn nasty 
2,yessssssssssss   I cant wait to get it zomg
2,good for you 
2,Healed Malygos 25man tonight Pretty intense fight But we got him 
2,I sence hostility  thought the sun was shining on MidSN today
2,Thinking of you Everything crossed  Turn baby turn
2,Good morning Its tuesday Automatically better than Monday Almost payday and closer to the weekend 
2,Katies my formal dateee 
2,Roxy Thats hysterical Whats your Kittys name I hope youll be watching at 630am 
2,Pardon my outburst Im just amazed at how wonderful my psp is 
2,maybe its just a west coast thing anyway today I dont mind  Nice new pic btw
2,yah thats why im still linked to the AOL lady on my home page 
2,sparklers glitter condoms chocolate mini vodka badges magazine crisps mini wind up toy amp voucher 4 dinner 
2,I am such a workaholic Made an appointment for monday at 11am But monday is a bank holiday here 
2,Dont forget to watch at wwwtheandybumataishowcom at 1 pm Hawaii time later on mainland tomorrow Ill be there 
2,any new music mixes Id like to hear some if you let me 
2,welcome then 
2,Heading back to the office now Harrow wasnt too bad there was a Caf� Nero 
2, Good Evening SirHow is the travellin Man lol 
2,Internet says average blowjob lasts 20mins at WA minimum wage of 1760hr for casual that rounds out to about 1161 per blowjob 
2,hmmm my Pearl had a fatal erro occur during a firmware upgrade amp wont do anything including switch on Unbricking now 
2,anyone wanna buy me stuff online  ill pay you in hugsssssssss
2,very much yes 
2,It shouldnt be your destination 4 your vacation when you live the life of your dreams U live in the quotLand of Successquot 
2,looking great iain  You can never get ready early enough when it comes to stuff like that p
2,is scanning piktchas from races maann 
2,3 days and I shall be blonde whoop 
2,Sammie is gay  i right wish this update would come
2,good i was already getting a bit worried 
2,Well  Im on holiday 
2,okaeri  please take care of Bo chan 
2,hi hotbabe he is rob33n site work 
2,PRETTY GOOD THANKS  YOU  haha
2,I totally agree Hot Rod is funniest film since Something about Mary Hmm I can feel a repeat viewing coming on 
2,Eastern in arctic 
2,Im going to try this last hour I even turn the volume up on the alarm so I wont miss it Nitey nite 
2,oh yay dinners ready now  haha
2,lol Nope Ill still be in my 20s for another year 
2,Eating an easter egg  i knnow its abit early p
